0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0195,-0.7482,0.2540,Br,0,0,0,0,0,0,0,0,0,0,0,0
2.9041,-0.4957,0.1969,C,0,0,0,0,0,0,0,0,0,0,0,0
3.7214,-1.6239,0.1912,C,0,0,0,0,0,0,0,0,0,0,0,0
5.1298,-1.5120,0.1511,C,0,0,0,0,0,0,0,0,0,0,0,0
5.8937,-2.6336,0.1454,N,0,0,0,0,0,0,0,0,0,0,0,0
7.2188,-2.4439,0.1093,C,0,0,0,0,0,0,0,0,0,0,0,0
8.0647,-3.6143,0.0972,C,0,0,0,0,0,0,0,0,0,0,0,0
9.4371,-3.4779,0.0640,C,0,0,0,0,0,0,0,0,0,0,0,0
10.0731,-2.2172,0.0419,C,0,0,0,0,0,0,0,0,0,0,0,0
11.5052,-2.1400,-0.0015,C,0,0,0,0,0,0,0,0,0,0,0,0
12.1091,-0.8751,-0.0786,C,0,0,0,0,0,0,0,0,0,0,0,0
11.3086,0.2793,-0.0784,C,0,0,0,0,0,0,0,0,0,0,0,0
9.9195,0.2068,-0.0147,C,0,0,0,0,0,0,0,0,0,0,0,0
9.2589,-1.0438,0.0385,C,0,0,0,0,0,0,0,0,0,0,0,0
7.8226,-1.1533,0.0780,C,0,0,0,0,0,0,0,0,0,0,0,0
7.0683,-0.0208,0.0793,N,0,0,0,0,0,0,0,0,0,0,0,0
5.7344,-0.1910,0.1161,C,0,0,0,0,0,0,0,0,0,0,0,0
4.8725,0.9389,0.1215,C,0,0,0,0,0,0,0,0,0,0,0,0
3.4898,0.7933,0.1610,C,0,0,0,0,0,0,0,0,0,0,0,0
2.4275,2.3712,0.1651,Br,0,0,0,0,0,0,0,0,0,0,0,0
12.2404,-3.3924,0.0029,C,0,0,0,0,0,0,0,0,0,0,0,0
13.7269,-3.3688,-0.0895,C,0,0,0,0,0,0,0,0,0,0,0,0
14.3832,-3.8784,-1.2237,C,0,0,0,0,0,0,0,0,0,0,0,0
15.7758,-3.8363,-1.3158,C,0,0,0,0,0,0,0,0,0,0,0,0
16.5340,-3.2933,-0.2738,C,0,0,0,0,0,0,0,0,0,0,0,0
15.8913,-2.7818,0.8582,C,0,0,0,0,0,0,0,0,0,0,0,0
14.4977,-2.8101,0.9473,C,0,0,0,0,0,0,0,0,0,0,0,0
11.5395,-4.5993,0.0469,C,0,0,0,0,0,0,0,0,0,0,0,0
12.0921,-5.9674,0.0703,C,0,0,0,0,0,0,0,0,0,0,0,0
13.2787,-6.2965,0.7575,C,0,0,0,0,0,0,0,0,0,0,0,0
13.7365,-7.6130,0.7836,C,0,0,0,0,0,0,0,0,0,0,0,0
13.0290,-8.6221,0.1222,C,0,0,0,0,0,0,0,0,0,0,0,0
11.8450,-8.3098,-0.5547,C,0,0,0,0,0,0,0,0,0,0,0,0
11.3733,-6.9991,-0.5722,C,0,0,0,0,0,0,0,0,0,0,0,0
10.1944,-4.6245,0.0592,O,0,0,0,0,0,0,0,0,0,0,0,0
3.2908,-2.6251,0.2178,H,0,0,0,0,0,0,0,0,0,0,0,0
7.5957,-4.5988,0.1156,H,0,0,0,0,0,0,0,0,0,0,0,0
13.1926,-0.7865,-0.1447,H,0,0,0,0,0,0,0,0,0,0,0,0
11.7909,1.2585,-0.1355,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2981,1.1034,-0.0165,H,0,0,0,0,0,0,0,0,0,0,0,0
5.3286,1.9285,0.0943,H,0,0,0,0,0,0,0,0,0,0,0,0
13.7957,-4.3042,-2.0402,H,0,0,0,0,0,0,0,0,0,0,0,0
16.2708,-4.2296,-2.2070,H,0,0,0,0,0,0,0,0,0,0,0,0
17.6240,-3.2658,-0.3449,H,0,0,0,0,0,0,0,0,0,0,0,0
16.4773,-2.3562,1.6765,H,0,0,0,0,0,0,0,0,0,0,0,0
13.9996,-2.4101,1.8335,H,0,0,0,0,0,0,0,0,0,0,0,0
13.8318,-5.5275,1.2946,H,0,0,0,0,0,0,0,0,0,0,0,0
14.6505,-7.8534,1.3317,H,0,0,0,0,0,0,0,0,0,0,0,0
13.3954,-9.6514,0.1408,H,0,0,0,0,0,0,0,0,0,0,0,0
11.2839,-9.0931,-1.0697,H,0,0,0,0,0,0,0,0,0,0,0,0
10.4455,-6.7605,-1.0936,H,0,0,0,0,0,0,0,0,0,0,0,0
