0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.5571,2.6006,2.4697,C,0,0,0,0,0,0,0,0,0,0,0,0
0.0663,0.9720,2.4031,S,0,0,0,0,0,0,0,0,0,0,0,0
-1.6874,1.0228,2.4096,C,0,0,0,0,0,0,0,0,0,0,0,0
-2.3993,1.0158,1.2125,C,0,0,0,0,0,0,0,0,0,0,0,0
-3.8050,0.9623,1.0334,C,0,0,0,0,0,0,0,0,0,0,0,0
-4.3664,0.9858,-0.2851,C,0,0,0,0,0,0,0,0,0,0,0,0
-5.7239,0.9487,-0.5075,C,0,0,0,0,0,0,0,0,0,0,0,0
-6.6583,0.8803,0.5749,C,0,0,0,0,0,0,0,0,0,0,0,0
-8.0860,0.8296,0.4012,C,0,0,0,0,0,0,0,0,0,0,0,0
-8.7964,0.8177,-0.7651,C,0,0,0,0,0,0,0,0,0,0,0,0
-10.5592,0.9573,-0.7623,S,0,0,0,0,0,0,0,0,0,0,0,0
-11.0313,-0.4038,-1.7806,C,0,0,0,0,0,0,0,0,0,0,0,0
-12.2417,-0.6292,-2.3599,C,0,0,0,0,0,0,0,0,0,0,0,0
-13.4185,0.2609,-2.1493,C,0,0,0,0,0,0,0,0,0,0,0,0
-14.2217,0.6526,-3.2401,C,0,0,0,0,0,0,0,0,0,0,0,0
-15.3102,1.5073,-3.0635,C,0,0,0,0,0,0,0,0,0,0,0,0
-15.6323,1.9854,-1.7883,C,0,0,0,0,0,0,0,0,0,0,0,0
-14.8540,1.5983,-0.6948,C,0,0,0,0,0,0,0,0,0,0,0,0
-13.7606,0.7459,-0.8730,C,0,0,0,0,0,0,0,0,0,0,0,0
-12.4103,-1.8192,-3.2433,C,0,0,0,0,0,0,0,0,0,0,0,0
-13.6051,-2.5682,-3.2242,C,0,0,0,0,0,0,0,0,0,0,0,0
-13.7604,-3.7029,-4.0224,C,0,0,0,0,0,0,0,0,0,0,0,0
-12.7278,-4.1202,-4.8682,C,0,0,0,0,0,0,0,0,0,0,0,0
-11.5397,-3.3840,-4.9084,C,0,0,0,0,0,0,0,0,0,0,0,0
