0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0191,0.0151,-2.9215,C,0,0,0,0,0,0,0,0,0,0,0,0
2.5313,-0.0089,-2.6934,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0756,1.2698,-2.0239,C,0,0,0,0,0,0,0,0,0,0,0,0
4.5513,1.2558,-1.7284,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4653,2.0296,-2.4407,C,0,0,0,0,0,0,0,0,0,0,0,0
6.8475,2.0023,-2.1986,C,0,0,0,0,0,0,0,0,0,0,0,0
7.3657,1.1316,-1.1398,C,0,0,0,0,0,0,0,0,0,0,0,0
8.8340,1.1333,-0.9016,C,0,0,1,0,0,0,0,0,0,0,0,0
9.3341,0.4948,0.4103,C,0,0,0,0,0,0,0,0,0,0,0,0
9.6236,0.4691,-2.0152,N,0,0,0,0,0,0,0,0,0,0,0,0
9.0613,-0.5617,-2.8465,C,0,0,0,0,0,0,0,0,0,0,0,0
9.1317,-0.1520,-4.3378,C,0,0,0,0,0,0,0,0,0,0,0,0
10.5510,0.2617,-4.7692,C,0,0,2,0,0,0,0,0,0,0,0,0
11.5379,-0.9108,-4.9172,C,0,0,0,0,0,0,0,0,0,0,0,0
11.2177,-1.8896,-6.0501,C,0,0,0,0,0,0,0,0,0,0,0,0
12.2050,-2.9612,-6.0867,N,0,0,0,0,0,0,0,0,0,0,0,0
11.0632,1.3380,-3.7954,C,0,0,0,0,0,0,0,0,0,0,0,0
10.9694,0.8819,-2.3183,C,0,0,0,0,0,0,0,0,0,0,0,0
6.4359,0.3801,-0.3959,C,0,0,0,0,0,0,0,0,0,0,0,0
5.0725,0.4138,-0.6576,C,0,0,0,0,0,0,0,0,0,0,0,0
0.6605,-0.9089,-3.4049,H,0,0,0,0,0,0,0,0,0,0,0,0
0.7237,0.8622,-3.5648,H,0,0,0,0,0,0,0,0,0,0,0,0
0.4722,0.1251,-1.9693,H,0,0,0,0,0,0,0,0,0,0,0,0
3.0545,-0.1541,-3.6557,H,0,0,0,0,0,0,0,0,0,0,0,0
2.8002,-0.8817,-2.0724,H,0,0,0,0,0,0,0,0,0,0,0,0
2.5044,1.4244,-1.0838,H,0,0,0,0,0,0,0,0,0,0,0,0
2.8333,2.1336,-2.6700,H,0,0,0,0,0,0,0,0,0,0,0,0
5.0831,2.7006,-3.2207,H,0,0,0,0,0,0,0,0,0,0,0,0
7.5068,2.7111,-2.7082,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2330,2.1702,-0.9331,H,0,0,0,0,0,0,0,0,0,0,0,0
9.0482,-0.5649,0.4752,H,0,0,0,0,0,0,0,0,0,0,0,0
8.8672,1.0267,1.2483,H,0,0,0,0,0,0,0,0,0,0,0,0
10.4276,0.5680,0.5170,H,0,0,0,0,0,0,0,0,0,0,0,0
8.0264,-0.7230,-2.5249,H,0,0,0,0,0,0,0,0,0,0,0,0
9.6521,-1.4836,-2.6856,H,0,0,0,0,0,0,0,0,0,0,0,0
8.4314,0.6848,-4.4756,H,0,0,0,0,0,0,0,0,0,0,0,0
8.7481,-0.9922,-4.9341,H,0,0,0,0,0,0,0,0,0,0,0,0
10.4636,0.7429,-5.7600,H,0,0,0,0,0,0,0,0,0,0,0,0
11.6203,-1.4963,-3.9850,H,0,0,0,0,0,0,0,0,0,0,0,0
12.5465,-0.4945,-5.0959,H,0,0,0,0,0,0,0,0,0,0,0,0
11.1221,-1.3173,-7.0001,H,0,0,0,0,0,0,0,0,0,0,0,0
10.2310,-2.3510,-5.8755,H,0,0,0,0,0,0,0,0,0,0,0,0
13.1120,-2.6014,-6.3873,H,0,0,0,0,0,0,0,0,0,0,0,0
11.9413,-3.6714,-6.7689,H,0,0,0,0,0,0,0,0,0,0,0,0
10.4661,2.2567,-3.9069,H,0,0,0,0,0,0,0,0,0,0,0,0
12.1112,1.6040,-4.0034,H,0,0,0,0,0,0,0,0,0,0,0,0
11.2554,1.6937,-1.6350,H,0,0,0,0,0,0,0,0,0,0,0,0
11.6517,0.0288,-2.1499,H,0,0,0,0,0,0,0,0,0,0,0,0
6.7818,-0.2566,0.4256,H,0,0,0,0,0,0,0,0,0,0,0,0
4.3851,-0.1674,-0.0380,H,0,0,0,0,0,0,0,0,0,0,0,0
