0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.1267,1.1977,-0.4270,C,0,0,0,0,0,0,0,0,0,0,0,0
1.6954,0.5352,0.7402,O,0,0,0,0,0,0,0,0,0,0,0,0
2.6163,0.0243,1.5945,C,0,0,0,0,0,0,0,0,0,0,0,0
2.1124,-0.6280,2.7344,C,0,0,0,0,0,0,0,0,0,0,0,0
2.9796,-1.1875,3.6652,C,0,0,0,0,0,0,0,0,0,0,0,0
4.3801,-1.1126,3.5049,C,0,0,0,0,0,0,0,0,0,0,0,0
5.3038,-1.7085,4.5103,C,0,0,0,0,0,0,0,0,0,0,0,0
5.3500,-3.1291,4.6717,C,0,0,0,0,0,0,0,0,0,0,0,0
4.5880,-3.9970,3.8663,C,0,0,0,0,0,0,0,0,0,0,0,0
4.5984,-5.4042,4.0209,C,0,0,0,0,0,0,0,0,0,0,0,0
3.8159,-6.2675,3.2117,C,0,0,0,0,0,0,0,0,0,0,0,0
3.8479,-7.6447,3.3971,C,0,0,0,0,0,0,0,0,0,0,0,0
4.6664,-8.2067,4.3987,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4486,-7.3864,5.2050,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4383,-5.9795,5.0402,C,0,0,0,0,0,0,0,0,0,0,0,0
6.2327,-5.1093,5.8289,C,0,0,0,0,0,0,0,0,0,0,0,0
6.2252,-3.7187,5.6722,C,0,0,0,0,0,0,0,0,0,0,0,0
7.0728,-2.8625,6.4608,C,0,0,0,0,0,0,0,0,0,0,0,0
7.9404,-3.4254,7.4150,C,0,0,0,0,0,0,0,0,0,0,0,0
8.6974,-3.9178,8.2472,C,0,0,0,0,0,0,0,0,0,0,0,0
9.5710,-4.4909,9.2084,C,0,0,0,0,0,0,0,0,0,0,0,0
10.4275,-3.6771,9.9904,C,0,0,0,0,0,0,0,0,0,0,0,0
11.2819,-4.2459,10.9316,C,0,0,0,0,0,0,0,0,0,0,0,0
11.3074,-5.6334,11.1196,C,0,0,0,0,0,0,0,0,0,0,0,0
10.4666,-6.4507,10.3540,C,0,0,0,0,0,0,0,0,0,0,0,0
9.6082,-5.8928,9.4099,C,0,0,0,0,0,0,0,0,0,0,0,0
7.0412,-1.4307,6.2815,C,0,0,0,0,0,0,0,0,0,0,0,0
7.8620,-0.5835,7.0465,C,0,0,0,0,0,0,0,0,0,0,0,0
7.8109,0.8147,6.9057,C,0,0,0,0,0,0,0,0,0,0,0,0
8.5521,1.8350,7.5879,C,0,0,0,0,0,0,0,0,0,0,0,0
8.2245,3.1117,7.2074,C,0,0,0,0,0,0,0,0,0,0,0,0
8.7905,4.4034,7.7072,C,0,0,0,0,0,0,0,0,0,0,0,0
6.9684,3.1140,5.9729,S,0,0,0,0,0,0,0,0,0,0,0,0
6.8896,1.3641,5.9712,C,0,0,0,0,0,0,0,0,0,0,0,0
6.0633,0.5565,5.1955,C,0,0,0,0,0,0,0,0,0,0,0,0
6.1300,-0.8575,5.3077,C,0,0,0,0,0,0,0,0,0,0,0,0
4.8652,-0.4551,2.3630,C,0,0,0,0,0,0,0,0,0,0,0,0
4.0054,0.1064,1.4126,C,0,0,0,0,0,0,0,0,0,0,0,0
1.2204,1.5185,-0.9580,H,0,0,0,0,0,0,0,0,0,0,0,0
2.7103,0.5308,-1.0873,H,0,0,0,0,0,0,0,0,0,0,0,0
2.7378,2.0884,-0.1936,H,0,0,0,0,0,0,0,0,0,0,0,0
1.0295,-0.6783,2.8664,H,0,0,0,0,0,0,0,0,0,0,0,0
2.5700,-1.6873,4.5465,H,0,0,0,0,0,0,0,0,0,0,0,0
3.9608,-3.5751,3.0803,H,0,0,0,0,0,0,0,0,0,0,0,0
3.1808,-5.8308,2.4360,H,0,0,0,0,0,0,0,0,0,0,0,0
3.2374,-8.2948,2.7654,H,0,0,0,0,0,0,0,0,0,0,0,0
4.6870,-9.2902,4.5399,H,0,0,0,0,0,0,0,0,0,0,0,0
6.0867,-7.8224,5.9786,H,0,0,0,0,0,0,0,0,0,0,0,0
6.8854,-5.5464,6.5867,H,0,0,0,0,0,0,0,0,0,0,0,0
10.4096,-2.5948,9.8457,H,0,0,0,0,0,0,0,0,0,0,0,0
11.9358,-3.6020,11.5257,H,0,0,0,0,0,0,0,0,0,0,0,0
11.9793,-6.0757,11.8593,H,0,0,0,0,0,0,0,0,0,0,0,0
10.4814,-7.5345,10.4957,H,0,0,0,0,0,0,0,0,0,0,0,0
8.9535,-6.5324,8.8144,H,0,0,0,0,0,0,0,0,0,0,0,0
8.5464,-1.0274,7.7711,H,0,0,0,0,0,0,0,0,0,0,0,0
9.3093,1.6241,8.3459,H,0,0,0,0,0,0,0,0,0,0,0,0
9.5589,4.2091,8.4697,H,0,0,0,0,0,0,0,0,0,0,0,0
8.0136,5.0417,8.1617,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2564,4.9877,6.8954,H,0,0,0,0,0,0,0,0,0,0,0,0
5.3539,1.0054,4.5011,H,0,0,0,0,0,0,0,0,0,0,0,0
5.9444,-0.3891,2.2030,H,0,0,0,0,0,0,0,0,0,0,0,0
4.4303,0.5976,0.5370,H,0,0,0,0,0,0,0,0,0,0,0,0
