0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0757,-4.1263,-1.2244,O,0,0,0,0,0,0,0,0,0,0,0,0
1.5392,-3.4690,-2.3426,C,0,0,0,0,0,0,0,0,0,0,0,0
1.0870,-3.7791,-3.4118,O,0,0,0,0,0,0,0,0,0,0,0,0
2.5487,-2.3965,-2.1202,C,0,0,0,0,0,0,0,0,0,0,0,0
3.1966,-1.8585,-3.2425,C,0,0,0,0,0,0,0,0,0,0,0,0
4.0684,-0.7828,-3.1031,C,0,0,0,0,0,0,0,0,0,0,0,0
4.2865,-0.2310,-1.8308,C,0,0,0,0,0,0,0,0,0,0,0,0
3.6406,-0.7449,-0.7095,C,0,0,0,0,0,0,0,0,0,0,0,0
2.7556,-1.8408,-0.8237,C,0,0,0,0,0,0,0,0,0,0,0,0
2.0462,-2.4735,0.2791,C,0,0,0,0,0,0,0,0,0,0,0,0
1.8391,-3.9305,0.0195,C,0,0,2,0,0,0,0,0,0,0,0,0
3.1455,-4.6960,-0.1192,C,0,0,0,0,0,0,0,0,0,0,0,0
3.1947,-6.0367,0.0300,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9577,-7.1267,-0.3461,I,0,0,0,0,0,0,0,0,0,0,0,0
2.0060,-6.8391,0.4376,C,0,0,0,0,0,0,0,0,0,0,0,0
1.9536,-8.0492,0.3831,O,0,0,0,0,0,0,0,0,0,0,0,0
0.9251,-6.0203,1.0549,C,0,0,0,0,0,0,0,0,0,0,0,0
-0.5599,-7.0362,2.0584,I,0,0,0,0,0,0,0,0,0,0,0,0
0.9815,-4.6263,1.0612,C,0,0,0,0,0,0,0,0,0,0,0,0
0.2942,-3.9515,1.9313,O,0,0,0,0,0,0,0,0,0,0,0,0
0.4132,-2.5665,2.1251,C,0,0,0,0,0,0,0,0,0,0,0,0
-0.3618,-2.0208,3.1165,C,0,0,0,0,0,0,0,0,0,0,0,0
-1.6615,-3.1466,4.3236,I,0,0,0,0,0,0,0,0,0,0,0,0
-0.3333,-0.5601,3.4119,C,0,0,0,0,0,0,0,0,0,0,0,0
-1.0049,-0.0639,4.3103,O,0,0,0,0,0,0,0,0,0,0,0,0
0.5510,0.1795,2.5164,C,0,0,0,0,0,0,0,0,0,0,0,0
0.6213,2.2736,2.8038,I,0,0,0,0,0,0,0,0,0,0,0,0
1.3061,-0.4091,1.5301,C,0,0,0,0,0,0,0,0,0,0,0,0
1.3087,-1.8193,1.2942,C,0,0,0,0,0,0,0,0,0,0,0,0
2.9862,-2.2963,-4.2202,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5776,-0.3701,-3.9767,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9804,0.6051,-1.7123,H,0,0,0,0,0,0,0,0,0,0,0,0
3.8593,-0.3272,0.2741,H,0,0,0,0,0,0,0,0,0,0,0,0
4.0237,-4.1228,-0.4162,H,0,0,0,0,0,0,0,0,0,0,0,0
1.9156,0.2229,0.8882,H,0,0,0,0,0,0,0,0,0,0,0,0
