0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3.5292,-0.8101,0.7620,C,0,0,0,0,0,0,0,0,0,0,0,0
2.6615,0.0593,0.0959,O,0,0,0,0,0,0,0,0,0,0,0,0
3.1484,1.2629,-0.3683,C,0,0,0,0,0,0,0,0,0,0,0,0
4.4681,1.6548,-0.2482,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9255,2.9183,-0.8007,C,0,0,0,0,0,0,0,0,0,0,0,0
3.9049,3.7766,-1.3635,C,0,0,0,0,0,0,0,0,0,0,0,0
4.3365,5.0965,-1.9415,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4946,4.8664,-2.8382,N,0,0,0,0,0,0,0,0,0,0,0,0
6.0548,5.6856,-3.7138,C,0,0,0,0,0,0,0,0,0,0,0,0
5.5237,6.9964,-3.9408,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9594,7.7445,-5.0050,C,0,0,0,0,0,0,0,0,0,0,0,0
6.9729,7.2634,-5.8689,C,0,0,0,0,0,0,0,0,0,0,0,0
7.5695,6.0353,-5.6321,C,0,0,0,0,0,0,0,0,0,0,0,0
8.9422,5.6134,-6.6311,Cl,0,0,0,0,0,0,0,0,0,0,0,0
7.1885,5.2150,-4.5322,C,0,0,0,0,0,0,0,0,0,0,0,0
7.7876,4.0203,-4.2255,N,0,0,0,0,0,0,0,0,0,0,0,0
8.2131,3.6905,-2.8600,C,0,0,0,0,0,0,0,0,0,0,0,0
8.1532,3.0209,-5.2223,C,0,0,0,0,0,0,0,0,0,0,0,0
2.5982,3.3436,-1.4890,C,0,0,0,0,0,0,0,0,0,0,0,0
2.1544,2.0831,-1.0011,C,0,0,0,0,0,0,0,0,0,0,0,0
0.7238,1.6349,-1.0863,C,0,0,0,0,0,0,0,0,0,0,0,0
2.9422,-1.6947,1.0515,H,0,0,0,0,0,0,0,0,0,0,0,0
3.9591,-0.3541,1.6753,H,0,0,0,0,0,0,0,0,0,0,0,0
4.3711,-1.1364,0.1201,H,0,0,0,0,0,0,0,0,0,0,0,0
5.1912,1.0097,0.2529,H,0,0,0,0,0,0,0,0,0,0,0,0
5.8133,3.3835,-0.3418,H,0,0,0,0,0,0,0,0,0,0,0,0
4.6805,5.8137,-1.1692,H,0,0,0,0,0,0,0,0,0,0,0,0
3.5276,5.5745,-2.5142,H,0,0,0,0,0,0,0,0,0,0,0,0
5.8257,3.9025,-2.7222,H,0,0,0,0,0,0,0,0,0,0,0,0
4.7403,7.3676,-3.2838,H,0,0,0,0,0,0,0,0,0,0,0,0
5.5275,8.7295,-5.1923,H,0,0,0,0,0,0,0,0,0,0,0,0
7.3383,7.8783,-6.6913,H,0,0,0,0,0,0,0,0,0,0,0,0
8.0559,4.5407,-2.1873,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2927,3.4641,-2.8825,H,0,0,0,0,0,0,0,0,0,0,0,0
7.6753,2.8162,-2.4647,H,0,0,0,0,0,0,0,0,0,0,0,0
7.6722,3.2322,-6.1824,H,0,0,0,0,0,0,0,0,0,0,0,0
7.8022,2.0402,-4.8620,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2441,2.9668,-5.3706,H,0,0,0,0,0,0,0,0,0,0,0,0
1.8666,3.9843,-1.9971,H,0,0,0,0,0,0,0,0,0,0,0,0
0.1207,2.3643,-1.6521,H,0,0,0,0,0,0,0,0,0,0,0,0
0.2440,1.5164,-0.0936,H,0,0,0,0,0,0,0,0,0,0,0,0
0.6113,0.6539,-1.5857,H,0,0,0,0,0,0,0,0,0,0,0,0
