0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.8867,1.4270,-0.3820,O,0,0,0,0,0,0,0,0,0,0,0,0
2.9672,0.9616,-0.0758,C,0,0,0,0,0,0,0,0,0,0,0,0
4.0891,1.7106,0.3850,N,0,0,0,0,0,0,0,0,0,0,0,0
4.0520,2.7177,0.4788,H,0,0,0,0,0,0,0,0,0,0,0,0
5.1478,0.8726,0.6355,C,0,0,0,0,0,0,0,0,0,0,0,0
6.3527,1.2571,1.0915,O,0,0,0,0,0,0,0,0,0,0,0,0
4.7458,-0.4379,0.3520,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4845,-1.6144,0.4780,C,0,0,0,0,0,0,0,0,0,0,0,0
5.0775,-2.9472,0.1815,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9368,-4.0966,0.2541,C,0,0,0,0,0,0,0,0,0,0,0,0
5.3810,-5.2293,-0.1179,N,0,0,0,0,0,0,0,0,0,0,0,0
4.0935,-4.8180,-0.4729,N,0,0,0,0,0,0,0,0,0,0,0,0
3.1101,-5.7023,-0.7920,C,0,0,0,0,0,0,0,0,0,0,0,0
3.4845,-6.9983,-0.6758,N,0,0,0,0,0,0,0,0,0,0,0,0
2.5815,-7.9306,-0.2650,C,0,0,1,0,0,0,0,0,0,0,0,0
2.4003,-9.2176,-1.1633,C,0,0,0,0,0,0,0,0,0,0,0,0
3.1304,-9.3316,0.1083,C,0,0,0,0,0,0,0,0,0,0,0,0
1.8800,-5.1649,-1.1610,C,0,0,0,0,0,0,0,0,0,0,0,0
1.7007,-3.7467,-1.0065,C,0,0,0,0,0,0,0,0,0,0,0,0
0.4810,-3.1656,-1.2186,N,0,0,0,0,0,0,0,0,0,0,0,0
-0.7082,-3.7345,-1.7124,C,0,0,0,0,0,0,0,0,0,0,0,0
-0.7633,-4.5628,-2.8449,C,0,0,0,0,0,0,0,0,0,0,0,0
-1.9841,-5.0740,-3.2922,C,0,0,0,0,0,0,0,0,0,0,0,0
-3.1734,-4.7438,-2.6344,C,0,0,0,0,0,0,0,0,0,0,0,0
-3.1423,-3.8969,-1.5241,C,0,0,0,0,0,0,0,0,0,0,0,0
-1.9184,-3.4108,-1.0777,C,0,0,0,0,0,0,0,0,0,0,0,0
-1.8770,-2.5890,-0.0183,F,0,0,0,0,0,0,0,0,0,0,0,0
2.6418,-2.9134,-0.5934,N,0,0,0,0,0,0,0,0,0,0,0,0
3.8663,-3.4810,-0.3136,C,0,0,0,0,0,0,0,0,0,0,0,0
3.4136,-0.3267,-0.0836,N,0,0,0,0,0,0,0,0,0,0,0,0
2.8599,-1.1690,-0.3472,H,0,0,0,0,0,0,0,0,0,0,0,0
6.4071,2.2175,1.1753,H,0,0,0,0,0,0,0,0,0,0,0,0
6.5096,-1.4861,0.8322,H,0,0,0,0,0,0,0,0,0,0,0,0
6.9862,-4.0897,0.5605,H,0,0,0,0,0,0,0,0,0,0,0,0
1.6720,-7.6192,0.2724,H,0,0,0,0,0,0,0,0,0,0,0,0
2.9725,-9.1921,-2.0918,H,0,0,0,0,0,0,0,0,0,0,0,0
1.3722,-9.5851,-1.2351,H,0,0,0,0,0,0,0,0,0,0,0,0
4.2191,-9.4037,0.0753,H,0,0,0,0,0,0,0,0,0,0,0,0
2.6400,-9.8030,0.9640,H,0,0,0,0,0,0,0,0,0,0,0,0
1.0509,-5.8167,-1.4112,H,0,0,0,0,0,0,0,0,0,0,0,0
0.4139,-2.2160,-0.8617,H,0,0,0,0,0,0,0,0,0,0,0,0
0.1632,-4.7935,-3.3716,H,0,0,0,0,0,0,0,0,0,0,0,0
-2.0063,-5.7203,-4.1725,H,0,0,0,0,0,0,0,0,0,0,0,0
-4.1291,-5.1356,-2.9901,H,0,0,0,0,0,0,0,0,0,0,0,0
-4.0496,-3.6087,-0.9897,H,0,0,0,0,0,0,0,0,0,0,0,0
