0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.1547,0.0983,0.5112,C,0,0,0,0,0,0,0,0,0,0,0,0
2.6475,0.3487,0.5432,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0582,0.7477,-0.7687,O,0,0,0,0,0,0,0,0,0,0,0,0
4.3910,0.9246,-0.9812,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9429,2.1975,-0.7806,C,0,0,0,0,0,0,0,0,0,0,0,0
6.2893,2.4451,-1.0477,C,0,0,0,0,0,0,0,0,0,0,0,0
7.1035,1.4150,-1.5299,C,0,0,0,0,0,0,0,0,0,0,0,0
6.5621,0.1488,-1.7410,C,0,0,0,0,0,0,0,0,0,0,0,0
5.2087,-0.1249,-1.4652,C,0,0,0,0,0,0,0,0,0,0,0,0
4.7101,-1.4858,-1.7325,C,0,0,0,0,0,0,0,0,0,0,0,0
3.5409,-1.9542,-1.3452,N,0,0,0,0,0,0,0,0,0,0,0,0
3.5341,-3.2626,-1.8072,O,0,0,0,0,0,0,0,0,0,0,0,0
4.7035,-3.4643,-2.4292,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9941,-4.7554,-3.0325,C,0,0,0,0,0,0,0,0,0,0,0,0
6.1787,-5.1104,-3.7346,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9834,-6.4272,-4.1123,C,0,0,0,0,0,0,0,0,0,0,0,0
6.8404,-7.3863,-4.8732,C,0,0,0,0,0,0,0,0,0,0,0,0
4.7458,-6.7581,-3.6304,N,0,0,0,0,0,0,0,0,0,0,0,0
4.2749,-7.6514,-3.7231,H,0,0,0,0,0,0,0,0,0,0,0,0
4.1307,-5.7718,-2.9783,N,0,0,0,0,0,0,0,0,0,0,0,0
5.4703,-2.4122,-2.4138,N,0,0,0,0,0,0,0,0,0,0,0,0
0.7934,-0.1853,1.5124,H,0,0,0,0,0,0,0,0,0,0,0,0
0.9276,-0.7169,-0.1912,H,0,0,0,0,0,0,0,0,0,0,0,0
0.6148,1.0019,0.1873,H,0,0,0,0,0,0,0,0,0,0,0,0
3.1871,-0.5667,0.8393,H,0,0,0,0,0,0,0,0,0,0,0,0
2.9062,1.1483,1.2643,H,0,0,0,0,0,0,0,0,0,0,0,0
4.2812,2.9903,-0.4247,H,0,0,0,0,0,0,0,0,0,0,0,0
6.7010,3.4449,-0.8864,H,0,0,0,0,0,0,0,0,0,0,0,0
8.1578,1.6003,-1.7485,H,0,0,0,0,0,0,0,0,0,0,0,0
7.1783,-0.6627,-2.1306,H,0,0,0,0,0,0,0,0,0,0,0,0
7.0424,-4.4810,-3.9293,H,0,0,0,0,0,0,0,0,0,0,0,0
7.7848,-6.9039,-5.1582,H,0,0,0,0,0,0,0,0,0,0,0,0
6.3466,-7.7306,-5.7975,H,0,0,0,0,0,0,0,0,0,0,0,0
7.0864,-8.2789,-4.2737,H,0,0,0,0,0,0,0,0,0,0,0,0
