0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.0183,0.4084,-1.5176,C,0,0,0,0,0,0,0,0,0,0,0,0
2.3116,0.0745,-0.0467,C,0,0,0,0,0,0,0,0,0,0,0,0
2.8711,-1.3192,0.1583,C,0,0,0,0,0,0,0,0,0,0,0,0
1.9938,-2.4309,0.2248,C,0,0,0,0,0,0,0,0,0,0,0,0
2.4590,-3.7353,0.3735,C,0,0,0,0,0,0,0,0,0,0,0,0
3.8428,-3.9295,0.4556,C,0,0,0,0,0,0,0,0,0,0,0,0
4.5856,-5.0837,0.6061,N,0,0,0,0,0,0,0,0,0,0,0,0
4.2076,-6.0199,0.6257,H,0,0,0,0,0,0,0,0,0,0,0,0
5.9329,-4.7596,0.6380,C,0,0,0,0,0,0,0,0,0,0,0,0
6.0789,-3.3951,0.5156,C,0,0,0,0,0,0,0,0,0,0,0,0
4.7557,-2.8371,0.3955,C,0,0,0,0,0,0,0,0,0,0,0,0
4.2488,-1.5325,0.2456,C,0,0,0,0,0,0,0,0,0,0,0,0
7.4272,-2.7423,0.4492,C,0,0,0,0,0,0,0,0,0,0,0,0
8.4937,-3.7381,0.9228,C,0,0,0,0,0,0,0,0,0,0,0,0
8.2752,-5.0445,0.3064,N,0,0,0,0,0,0,0,0,0,0,0,0
7.0650,-5.7470,0.7367,C,0,0,1,0,0,0,0,0,0,0,0,0
7.2013,-6.4367,2.1474,C,0,0,1,0,0,0,0,0,0,0,0,0
5.9429,-7.2188,2.5590,C,0,0,0,0,0,0,0,0,0,0,0,0
8.4457,-7.3128,2.1985,C,0,0,0,0,0,0,0,0,0,0,0,0
9.5273,-6.9787,3.0121,C,0,0,0,0,0,0,0,0,0,0,0,0
10.6790,-7.7824,3.0583,C,0,0,0,0,0,0,0,0,0,0,0,0
10.7722,-8.9387,2.2848,C,0,0,0,0,0,0,0,0,0,0,0,0
11.8348,-9.7791,2.2578,O,0,0,0,0,0,0,0,0,0,0,0,0
12.9508,-9.4913,3.0657,C,0,0,0,0,0,0,0,0,0,0,0,0
9.6787,-9.2934,1.4444,C,0,0,0,0,0,0,0,0,0,0,0,0
9.8411,-10.4282,0.7221,O,0,0,0,0,0,0,0,0,0,0,0,0
8.8107,-10.8464,-0.1403,C,0,0,0,0,0,0,0,0,0,0,0,0
8.5433,-8.4831,1.4135,C,0,0,0,0,0,0,0,0,0,0,0,0
1.6091,1.4268,-1.6227,H,0,0,0,0,0,0,0,0,0,0,0,0
1.2876,-0.2958,-1.9475,H,0,0,0,0,0,0,0,0,0,0,0,0
2.9339,0.3446,-2.1275,H,0,0,0,0,0,0,0,0,0,0,0,0
1.3833,0.1872,0.5402,H,0,0,0,0,0,0,0,0,0,0,0,0
3.0215,0.8153,0.3583,H,0,0,0,0,0,0,0,0,0,0,0,0
0.9154,-2.2571,0.1633,H,0,0,0,0,0,0,0,0,0,0,0,0
1.7616,-4.5756,0.4281,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9348,-0.6810,0.2002,H,0,0,0,0,0,0,0,0,0,0,0,0
7.4655,-1.8281,1.0670,H,0,0,0,0,0,0,0,0,0,0,0,0
7.6455,-2.4320,-0.5894,H,0,0,0,0,0,0,0,0,0,0,0,0
8.4815,-3.7700,2.0352,H,0,0,0,0,0,0,0,0,0,0,0,0
9.4964,-3.3887,0.6305,H,0,0,0,0,0,0,0,0,0,0,0,0
9.0844,-5.6457,0.4384,H,0,0,0,0,0,0,0,0,0,0,0,0
6.8786,-6.5590,0.0060,H,0,0,0,0,0,0,0,0,0,0,0,0
7.3428,-5.6287,2.8828,H,0,0,0,0,0,0,0,0,0,0,0,0
5.6684,-7.9780,1.8058,H,0,0,0,0,0,0,0,0,0,0,0,0
5.0811,-6.5507,2.7025,H,0,0,0,0,0,0,0,0,0,0,0,0
6.1120,-7.7512,3.5074,H,0,0,0,0,0,0,0,0,0,0,0,0
9.4830,-6.0789,3.6314,H,0,0,0,0,0,0,0,0,0,0,0,0
11.5033,-7.4918,3.7098,H,0,0,0,0,0,0,0,0,0,0,0,0
13.6805,-10.2931,2.8891,H,0,0,0,0,0,0,0,0,0,0,0,0
12.6902,-9.4754,4.1400,H,0,0,0,0,0,0,0,0,0,0,0,0
13.4137,-8.5226,2.8013,H,0,0,0,0,0,0,0,0,0,0,0,0
9.1584,-11.7728,-0.6172,H,0,0,0,0,0,0,0,0,0,0,0,0
8.5999,-10.0978,-0.9262,H,0,0,0,0,0,0,0,0,0,0,0,0
7.8732,-11.0571,0.4068,H,0,0,0,0,0,0,0,0,0,0,0,0
7.7099,-8.7637,0.7690,H,0,0,0,0,0,0,0,0,0,0,0,0
