0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.4788,1.6065,-0.0682,C,0,0,0,0,0,0,0,0,0,0,0,0
2.5356,0.1576,-0.1027,N,0,0,0,0,0,0,0,0,0,0,0,0
3.0524,-0.5660,0.9187,C,0,0,0,0,0,0,0,0,0,0,0,0
3.6351,-0.0171,1.9667,N,0,0,0,0,0,0,0,0,0,0,0,0
4.0833,-0.9766,2.8159,C,0,0,0,0,0,0,0,0,0,0,0,0
3.8627,-2.2950,2.4686,C,0,0,0,0,0,0,0,0,0,0,0,0
4.1616,-3.6057,3.0667,C,0,0,0,0,0,0,0,0,0,0,0,0
3.8019,-4.6112,2.4698,O,0,0,0,0,0,0,0,0,0,0,0,0
4.9110,-3.7217,4.4205,C,0,0,1,0,0,0,0,0,0,0,0,0
4.0962,-3.0376,5.5409,C,0,0,0,0,0,0,0,0,0,0,0,0
5.0598,-5.2152,4.7551,C,0,0,0,0,0,0,0,0,0,0,0,0
6.3161,-3.0905,4.3068,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0117,-2.3235,0.9166,S,0,0,0,0,0,0,0,0,0,0,0,0
2.2870,1.9825,-1.0828,H,0,0,0,0,0,0,0,0,0,0,0,0
3.4383,2.0070,0.2877,H,0,0,0,0,0,0,0,0,0,0,0,0
1.6885,1.9817,0.6071,H,0,0,0,0,0,0,0,0,0,0,0,0
2.0048,-0.3327,-0.8103,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5906,-0.6611,3.7284,H,0,0,0,0,0,0,0,0,0,0,0,0
3.0827,-3.4643,5.6088,H,0,0,0,0,0,0,0,0,0,0,0,0
3.9932,-1.9534,5.3940,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5921,-3.1973,6.5122,H,0,0,0,0,0,0,0,0,0,0,0,0
4.0789,-5.7051,4.8371,H,0,0,0,0,0,0,0,0,0,0,0,0
5.5928,-5.3322,5.7122,H,0,0,0,0,0,0,0,0,0,0,0,0
5.6221,-5.7453,3.9732,H,0,0,0,0,0,0,0,0,0,0,0,0
6.2836,-2.0100,4.1097,H,0,0,0,0,0,0,0,0,0,0,0,0
6.8964,-3.5614,3.4972,H,0,0,0,0,0,0,0,0,0,0,0,0
6.8699,-3.2424,5.2477,H,0,0,0,0,0,0,0,0,0,0,0,0
