0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.9600,-0.5049,0.3581,O,0,0,0,0,0,0,0,0,0,0,0,0
2.1102,-0.3327,0.0681,C,0,0,0,0,0,0,0,0,0,0,0,0
3.1426,-1.1344,-0.7440,C,0,0,0,0,0,0,0,0,0,0,0,0
3.8939,0.2039,-0.9842,C,0,0,2,0,0,0,0,0,0,0,0,0
3.0590,0.8659,0.2223,C,0,0,1,0,0,0,0,0,0,0,0,0
2.5151,2.3348,0.1945,C,0,0,0,0,0,0,0,0,0,0,0,0
2.4482,3.0768,-1.2050,C,0,0,0,0,0,0,0,0,0,0,0,0
3.6254,2.4431,-1.9044,C,0,0,2,0,0,0,0,0,0,0,0,0
3.8693,1.8380,-3.1854,O,0,0,0,0,0,0,0,0,0,0,0,0
3.3504,1.0339,-2.1215,C,0,0,1,0,0,0,0,0,0,0,0,0
2.7629,-1.6887,-1.6158,H,0,0,0,0,0,0,0,0,0,0,0,0
3.7001,-1.8285,-0.0941,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9878,0.2076,-0.8877,H,0,0,0,0,0,0,0,0,0,0,0,0
3.6081,0.7055,1.1671,H,0,0,0,0,0,0,0,0,0,0,0,0
3.1504,2.9408,0.8590,H,0,0,0,0,0,0,0,0,0,0,0,0
1.5142,2.3208,0.6562,H,0,0,0,0,0,0,0,0,0,0,0,0
2.5174,4.1651,-1.0454,H,0,0,0,0,0,0,0,0,0,0,0,0
1.5040,2.8685,-1.7300,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5802,2.6613,-1.4022,H,0,0,0,0,0,0,0,0,0,0,0,0
2.2925,0.7958,-2.3143,H,0,0,0,0,0,0,0,0,0,0,0,0
