0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3.0936,3.2253,-0.5566,C,0,0,0,0,0,0,0,0,0,0,0,0
4.1921,2.7927,-1.1803,C,0,0,0,0,0,0,0,0,0,0,0,0
4.3017,1.4630,-1.8819,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4169,0.6346,-1.3635,N,0,0,0,0,0,0,0,0,0,0,0,0
6.6907,1.0509,-1.8304,C,0,0,0,0,0,0,0,0,0,0,0,0
6.8021,1.9248,-2.6718,O,0,0,0,0,0,0,0,0,0,0,0,0
7.7477,0.3899,-1.2841,N,0,0,0,0,0,0,0,0,0,0,0,0
7.6501,-0.3556,-0.0447,C,0,0,1,0,0,0,0,0,0,0,0,0
8.4829,-1.0702,-0.0108,H,0,0,0,0,0,0,0,0,0,0,0,0
7.7548,0.5223,1.2171,C,0,0,0,0,0,0,0,0,0,0,0,0
7.9671,-0.0821,2.4693,C,0,0,0,0,0,0,0,0,0,0,0,0
8.0530,0.6973,3.6240,C,0,0,0,0,0,0,0,0,0,0,0,0
7.9308,2.0893,3.5616,C,0,0,0,0,0,0,0,0,0,0,0,0
7.7290,2.6842,2.3161,C,0,0,0,0,0,0,0,0,0,0,0,0
7.5805,4.4258,2.2025,Cl,0,0,0,0,0,0,0,0,0,0,0,0
7.6461,1.9175,1.1487,C,0,0,0,0,0,0,0,0,0,0,0,0
6.3540,-1.1623,-0.1014,C,0,0,0,0,0,0,0,0,0,0,0,0
6.4987,-2.5344,0.4280,C,0,0,0,0,0,0,0,0,0,0,0,0
7.4834,-2.8891,1.0538,O,0,0,0,0,0,0,0,0,0,0,0,0
5.5120,-3.4059,0.1207,O,0,0,0,0,0,0,0,0,0,0,0,0
5.6583,-4.7651,0.5808,C,0,0,0,0,0,0,0,0,0,0,0,0
6.4866,-5.5997,-0.3811,C,0,0,0,0,0,0,0,0,0,0,0,0
5.2519,-0.5623,-0.6674,C,0,0,0,0,0,0,0,0,0,0,0,0
3.8422,-1.1295,-0.5802,C,0,0,0,0,0,0,0,0,0,0,0,0
2.9314,-0.2789,0.1876,N,0,0,0,0,0,0,0,0,0,0,0,0
1.5166,-0.6085,0.0611,C,0,0,0,0,0,0,0,0,0,0,0,0
