0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.1242,0.1190,0.1357,C,0,0,0,0,0,0,0,0,0,0,0,0
2.8724,-0.2797,-0.0812,S,0,0,1,0,0,0,0,0,0,0,0,0
3.5642,0.0643,1.1706,O,0,0,0,0,0,0,0,0,0,0,0,0
2.9526,-1.6429,-0.6278,O,0,0,0,0,0,0,0,0,0,0,0,0
3.4487,0.8725,-1.3683,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9282,0.6158,-1.6502,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4896,1.5613,-2.7164,C,0,0,0,0,0,0,0,0,0,0,0,0
6.9959,1.3822,-2.9692,C,0,0,1,0,0,0,0,0,0,0,0,0
7.3101,-0.0095,-3.3239,N,0,0,0,0,0,0,0,0,0,0,0,0
7.7927,-0.8610,-2.3103,N,0,0,0,0,0,0,0,0,0,0,0,0
7.5686,2.3179,-4.0833,C,0,0,2,0,0,0,0,0,0,0,0,0
9.1103,2.3560,-4.0356,C,0,0,0,0,0,0,0,0,0,0,0,0
9.5910,3.2775,-2.9224,C,0,0,0,0,0,0,0,0,0,0,0,0
9.1117,4.6067,-3.0705,O,0,0,0,0,0,0,0,0,0,0,0,0
7.8610,4.7954,-3.5696,C,0,0,0,0,0,0,0,0,0,0,0,0
7.4049,6.1247,-3.5925,C,0,0,0,0,0,0,0,0,0,0,0,0
6.1632,6.4326,-4.1383,C,0,0,0,0,0,0,0,0,0,0,0,0
5.3667,5.4171,-4.6832,C,0,0,0,0,0,0,0,0,0,0,0,0
5.8263,4.1015,-4.6568,C,0,0,0,0,0,0,0,0,0,0,0,0
7.0620,3.7521,-4.0840,C,0,0,0,0,0,0,0,0,0,0,0,0
0.7744,-0.5743,0.9132,H,0,0,0,0,0,0,0,0,0,0,0,0
0.5865,-0.0600,-0.8046,H,0,0,0,0,0,0,0,0,0,0,0,0
1.0236,1.1574,0.4774,H,0,0,0,0,0,0,0,0,0,0,0,0
3.2670,1.8890,-0.9852,H,0,0,0,0,0,0,0,0,0,0,0,0
2.8215,0.6968,-2.2564,H,0,0,0,0,0,0,0,0,0,0,0,0
5.0382,-0.4293,-1.9764,H,0,0,0,0,0,0,0,0,0,0,0,0
5.4853,0.7250,-0.7045,H,0,0,0,0,0,0,0,0,0,0,0,0
5.2941,2.6039,-2.4175,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9503,1.3918,-3.6645,H,0,0,0,0,0,0,0,0,0,0,0,0
7.5152,1.6323,-2.0184,H,0,0,0,0,0,0,0,0,0,0,0,0
7.9547,-0.0566,-4.1075,H,0,0,0,0,0,0,0,0,0,0,0,0
7.0113,-1.2772,-1.8065,H,0,0,0,0,0,0,0,0,0,0,0,0
8.3606,-0.3544,-1.6214,H,0,0,0,0,0,0,0,0,0,0,0,0
7.2537,1.8630,-5.0397,H,0,0,0,0,0,0,0,0,0,0,0,0
9.5026,2.7207,-4.9993,H,0,0,0,0,0,0,0,0,0,0,0,0
9.5352,1.3524,-3.8755,H,0,0,0,0,0,0,0,0,0,0,0,0
10.6885,3.3527,-2.9115,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2770,2.8916,-1.9340,H,0,0,0,0,0,0,0,0,0,0,0,0
8.0584,6.8971,-3.1817,H,0,0,0,0,0,0,0,0,0,0,0,0
5.8199,7.4703,-4.1512,H,0,0,0,0,0,0,0,0,0,0,0,0
4.3998,5.6522,-5.1341,H,0,0,0,0,0,0,0,0,0,0,0,0
5.2161,3.3117,-5.1028,H,0,0,0,0,0,0,0,0,0,0,0,0
